,ENGINE_COOLANT_TEMP,AMBIENT_AIR_TEMP,ENGINE_LOAD,MAF,THROTTLE_POS,SPEED,ENGINE_RPM,FUEL_LEVEL,LOG_ENGINE_RPM,LOG_MAF
528,86.0,10.0,17.6,2.95,19.2,21.0,1339,43.1,7.199678346437999,1.081805509334722
112,82.0,4.0,46.3,8.25,27.1,36.0,1185,56.1,7.077498054413113,2.110213321558704
343,83.0,3.0,19.6,9.29,27.8,61.0,3154,52.9,8.05642676784004,2.228938660468368
753,96.0,17.0,39.6,4.53,20.8,0.0,797,33.7,6.68085468004492,1.5107221602454703
639,89.0,14.0,40.4,4.27,20.4,0.0,791,39.6,6.673297969031877,1.4516140614325432
473,88.0,9.0,100.0,68.17,83.5,103.0,3943,54.5,8.279697134131242,4.222004600043904
616,95.0,14.0,100.0,40.15,36.9,39.0,2601,43.1,7.863651265833119,3.69262246529937
599,87.0,13.0,16.9,8.8,27.1,73.0,3463,38.0,8.14989054469119,2.174751835120518
199,84.0,4.0,53.7,13.35,30.6,32.0,1666,57.3,7.418180823327028,2.5915164597526226
357,90.0,7.0,100.0,47.15,32.9,34.0,3081,48.6,8.033009498921238,3.853334030288374
361,92.0,7.0,20.4,7.08,25.5,55.0,2278,51.4,7.731053144446109,1.9572740489485565
68,84.0,4.0,68.2,13.71,31.0,29.0,1359,57.3,7.214504414886979,2.6181255665136804
303,94.0,4.0,37.3,4.14,20.4,0.0,805,54.5,6.690842278660799,1.4206960293830877
10,89.0,4.0,61.2,8.45,27.1,20.0,934,60.4,6.839476439299506,2.1341665597122708
21,83.0,4.0,22.4,4.37,22.0,36.0,1704,55.7,7.440733707976116,1.4747632379404243
40,81.0,4.0,77.6,17.64,32.5,31.0,1561,58.8,7.353081921156047,2.8701691072679862
604,87.0,13.0,100.0,97.47,83.5,103.0,4610,43.9,8.435983136207614,4.579544648608685
98,84.0,4.0,15.3,3.14,19.6,38.0,1252,56.5,7.132497552458766,1.1442231183914489
378,85.0,7.0,100.0,35.77,54.5,70.0,1920,51.0,7.560080465542659,3.577109581227314
422,83.0,9.0,100.0,24.68,32.5,81.0,4242,48.2,8.352790135360365,3.205993239555825
286,86.0,4.0,39.6,4.49,20.4,8.0,782,54.5,6.661854741824084,1.5018529244712877
476,84.0,9.0,46.7,89.35,81.2,69.0,3769,40.0,8.234564993532457,4.492561252797379
84,83.0,4.0,45.1,6.6,25.9,9.0,1004,56.1,6.911747301247691,1.88706980054752
372,87.0,7.0,71.4,19.53,32.9,68.0,1860,51.0,7.5283317672448815,2.9719517960918638
231,83.0,4.0,15.3,3.03,20.0,39.0,1304,57.3,7.1731917432534695,1.1085629495542266
451,88.0,9.0,16.9,8.62,27.1,43.0,3313,46.7,8.105609402601736,2.154085200684876
89,85.0,4.0,45.5,7.96,26.7,37.0,1244,56.9,7.126087274102983,2.0744291254844245
725,89.0,16.0,18.8,7.47,25.9,61.0,2855,34.9,7.956827122440373,2.0108951330135256
164,82.0,4.0,23.1,3.55,19.2,32.0,1086,54.9,6.990256501414692,1.2669478851774256
227,83.0,4.0,54.5,9.12,27.5,34.0,1157,56.9,7.053585728057981,2.2104699137353565
657,99.0,15.0,100.0,71.46,83.5,61.0,3441,45.9,8.143517406088094,4.269137866589106
57,82.0,4.0,18.0,3.84,21.6,25.0,1514,56.5,7.322510434657896,1.3454726270162682
577,84.0,12.0,76.1,13.96,31.0,33.0,1762,35.3,7.474204807063661,2.636196168967462
533,86.0,11.0,100.0,68.64,50.2,134.0,3607,44.3,8.190631681180777,4.228875469748472
77,84.0,4.0,36.9,7.09,25.5,30.0,1348,57.3,7.206377292214092,1.9586854815877497
179,82.0,4.0,20.4,1.98,18.8,29.0,998,55.7,6.905753277313468,0.6830973497568213
524,86.0,10.0,17.6,9.49,28.2,78.0,3522,44.7,8.16678428934008,2.250238717995909
72,84.0,4.0,39.6,4.41,20.0,26.0,734,57.6,6.598509029976913,1.483874916216099
471,87.0,9.0,100.0,73.02,83.5,66.0,3563,51.0,8.178358165886499,4.2907333899223685
213,82.0,4.0,59.6,14.06,30.6,34.0,1610,56.1,7.383989458599626,2.643333957506272
65,83.0,4.0,20.4,2.95,18.8,17.0,1109,55.7,7.011213988252081,1.081805509334722
310,90.0,4.0,39.2,4.15,20.4,0.0,808,54.1,6.694562059758719,1.4231085752064334
606,88.0,13.0,100.0,104.11,83.5,116.0,5196,45.5,8.555644377982945,4.645448042091886
428,85.0,9.0,45.5,5.16,23.5,9.0,726,42.0,6.587550016202207,1.6409367732919022
396,83.0,8.0,24.3,8.33,28.2,40.0,1561,46.7,7.353081921156047,2.1198635762267632
527,86.0,10.0,17.6,7.63,25.9,66.0,2840,46.7,7.951559331507364,2.032087976357956
165,82.0,4.0,22.4,3.29,19.2,31.0,1081,54.9,6.985641818564278,1.1908878687286022
374,87.0,7.0,17.6,4.12,22.0,58.0,1586,50.2,7.36897040282531,1.4158534060798522
256,83.0,4.0,22.7,3.42,19.2,31.0,1070,54.9,6.975413928390531,1.229640843472132
10,89.0,4.0,61.2,8.45,27.1,20.0,934,60.4,6.839476439299506,2.1341665597122708
223,82.0,4.0,21.6,3.6,19.6,15.0,1169,54.5,7.0639039623275,1.2809341232398035
494,85.0,9.0,100.0,70.16,83.5,103.0,3487,50.2,8.156797046962431,4.250778362317063
198,85.0,4.0,46.7,12.1,29.8,34.0,1766,57.3,7.476472381730157,2.49320553524732
530,85.0,10.0,41.2,4.6,20.8,0.0,779,38.8,6.658011047154445,1.52605652088633
19,83.0,4.0,32.2,7.48,25.9,32.0,1570,55.7,7.358830898979296,2.0122329256762166
605,90.0,14.0,58.4,9.41,28.2,20.0,1060,41.2,6.966024188049509,2.2417730598672083
502,84.0,9.0,22.7,15.05,32.2,78.0,5523,42.7,8.616676470082249,2.711378057640065
149,83.0,4.0,39.2,9.01,27.5,31.0,1539,56.5,7.338888134488652,2.1983351826080315
571,85.0,11.0,16.9,7.23,25.9,70.0,2802,40.8,7.93808872725384,1.9782391744832504
479,84.0,9.0,100.0,61.93,83.5,60.0,2991,42.7,8.003363058964284,4.1260047310972325
405,83.0,8.0,27.1,4.94,23.1,37.0,1987,49.4,7.594381243055088,1.5973655336289605
200,86.0,4.0,54.5,8.88,27.5,34.0,1122,57.3,7.022868086973907,2.183801669616685
383,91.0,7.0,18.0,4.66,22.7,55.0,1814,49.8,7.50328963122635,1.5390156627298062
27,81.0,4.0,23.5,3.46,18.8,24.0,924,55.3,6.828712072723936,1.241268878086932
696,98.0,15.0,100.0,37.66,32.2,23.0,2842,42.7,7.952263309008911,3.628598549782378
668,93.0,15.0,40.0,4.42,20.4,0.0,767,32.9,6.642486802671037,1.4861399223339251
330,82.0,4.0,18.0,4.56,22.0,53.0,1697,53.3,7.436617265823502,1.5173228428245162
666,96.0,15.0,23.1,12.02,33.3,41.0,1942,38.4,7.571473649366204,2.4865720123017336
299,92.0,4.0,37.6,4.12,20.8,0.0,802,54.5,6.687108609113397,1.4158534060798522
446,83.0,9.0,20.0,7.02,25.5,40.0,2361,41.6,7.766840537509062,1.948763360487852
203,84.0,4.0,45.9,8.84,27.5,39.0,1296,57.6,7.167037877683825,2.1792869897717173
375,91.0,7.0,20.8,3.14,18.4,27.0,1091,48.2,6.994849986749661,1.1442231183914489
39,81.0,4.0,76.9,17.29,32.5,30.0,1484,57.6,7.3024964244011805,2.850128357532097
268,82.0,4.0,53.7,11.29,29.4,29.0,1439,54.1,7.271703707582295,2.4239174667355257
499,86.0,10.0,22.4,7.51,25.9,85.0,2800,46.3,7.937374696520438,2.016235598931827
72,84.0,4.0,68.2,13.71,31.0,29.0,1359,57.3,7.214504414886979,2.6181255665136804
745,92.0,17.0,51.4,6.39,23.5,17.0,730,32.9,6.5930445355123,1.854734424883954
627,95.0,14.0,17.3,8.69,27.5,84.0,3528,44.3,8.16848641741013,2.1621730543520927
741,90.0,17.0,18.8,9.81,27.8,38.0,3789,38.8,8.239857411282523,2.2834023755140658
79,83.0,4.0,38.0,4.4,20.4,0.0,782,56.1,6.661854741824084,1.481604768196917
540,90.0,10.0,100.0,96.31,83.5,105.0,4627,53.7,8.439663989123122,4.567572165955911
400,84.0,8.0,100.0,27.86,57.6,56.0,1584,48.6,7.367708573005684,3.327192004245413
167,83.0,4.0,20.8,3.45,19.6,35.0,1162,55.7,7.057897938272442,1.238374520898299
398,83.0,8.0,72.2,6.53,23.5,52.0,1738,50.2,7.460490306400711,1.8764070964276849
362,91.0,7.0,100.0,58.37,52.9,65.0,2907,51.8,7.974876900902873,4.066802076347788
4,90.0,4.0,69.8,9.2,27.5,8.0,955,57.3,6.861711341527851,2.219203592750641
314,97.0,4.0,36.9,4.38,20.4,0.0,806,54.1,6.692083743747324,1.477048952698831
662,96.0,14.0,100.0,69.77,83.5,110.0,3441,44.7,8.143517406088094,4.245204132283953
306,88.0,4.0,38.8,4.38,20.8,0.0,794,54.1,6.677083462506581,1.477048952698831
338,94.0,4.0,100.0,16.25,28.6,27.0,2882,52.9,7.966239776906448,2.788092970314206
388,83.0,8.0,100.0,35.19,65.9,69.0,2042,48.6,7.6216849992143265,3.5607619797506573
531,86.0,10.0,43.9,4.65,20.8,0.0,795,39.6,6.678342115912193,1.5368674346530051
114,82.0,4.0,17.3,3.48,20.4,39.0,1380,55.7,7.229838778875888,1.2470325811426637
187,83.0,4.0,38.4,4.3,20.4,0.0,798,54.9,6.682108598702942,1.4586152552576293
145,83.0,4.0,49.8,8.84,22.7,18.0,1640,54.9,7.402451521428,2.1792869897717173
469,85.0,9.0,100.0,66.52,83.5,103.0,3228,49.8,8.07961802969963,4.1975026693578
86,84.0,4.0,62.7,16.79,32.2,9.0,1767,57.3,7.477038472885628,2.820783530648709
531,86.0,11.0,100.0,77.53,83.5,137.0,3846,46.3,8.254788926408736,4.350664971129101
96,85.0,4.0,45.5,7.96,26.7,37.0,1244,56.9,7.126087274102983,2.0744291254844245
675,91.0,16.0,17.3,7.93,28.6,86.0,2910,43.9,7.975908360509181,2.0706531617501533
239,83.0,4.0,40.4,6.72,25.1,34.0,1153,56.5,7.050122521136362,1.905088303344571
366,88.0,7.0,100.0,43.1,53.3,41.0,1912,44.7,7.555905094134359,3.763523020311558
74,84.0,4.0,33.7,7.63,25.9,33.0,1536,56.9,7.33693691435866,2.032087976357956
540,85.0,11.0,17.6,3.51,19.2,20.0,1379,35.7,7.229113878518465,1.2556163223780188
305,94.0,4.0,39.6,4.53,20.8,0.0,805,54.5,6.690842278660799,1.5107221602454703
452,88.0,9.0,17.3,3.58,19.6,1.0,1485,42.4,7.3031700519102,1.2753630797421789
125,83.0,4.0,14.1,3.22,23.1,19.0,1330,55.3,7.192934221967679,1.169381670115275
673,91.0,16.0,100.0,68.52,45.1,87.0,3832,43.1,8.251142139351712,4.227125688050198
138,83.0,4.0,19.6,3.1,18.8,30.0,1068,57.6,6.97354302045647,1.1314024340716935
78,83.0,4.0,37.6,5.38,23.1,20.0,1001,56.1,6.908754780314221,1.6826885600472816
236,82.0,4.0,59.2,13.38,30.6,33.0,1528,56.1,7.331714970380916,2.5937611294384952
126,82.0,4.0,69.8,19.96,32.5,27.0,1867,56.1,7.532088144077341,2.9937303209835173
177,82.0,4.0,48.2,10.4,29.0,30.0,1479,55.3,7.299121463386933,2.3418059023011684
2,93.0,4.0,41.2,10.29,29.0,10.0,1692,56.9,7.433666540757185,2.331172647027683
626,88.0,14.0,48.2,4.97,22.0,26.0,739,36.5,6.605297922301382,1.6034200413157609
616,88.0,13.0,100.0,99.88,83.5,102.0,4704,45.9,8.456168489791049,4.603969475423587
15,85.0,4.0,38.0,8.33,26.7,31.0,1486,56.5,7.3038432259506525,2.1198635762267632
241,83.0,4.0,40.4,6.42,24.3,32.0,1103,56.1,7.005789020160121,1.8594182734650972
694,97.0,15.0,35.7,3.96,20.0,0.0,799,40.8,6.683360947017839,1.3762442777916095
711,91.0,16.0,81.6,25.98,43.1,40.0,1436,34.1,7.269616750304548,3.2573270497336
451,84.0,9.0,42.4,11.76,27.8,87.0,3665,47.8,8.206583614593603,2.464704027504491
71,84.0,4.0,26.3,3.16,18.8,26.0,899,57.6,6.801283035583968,1.150572344054467
536,88.0,10.0,100.0,26.79,35.7,37.0,1826,45.9,7.509883061702559,3.2880287208838777
508,88.0,10.0,100.0,26.79,35.7,37.0,1826,45.9,7.509883061702559,3.2880287208838777
680,90.0,16.0,18.0,9.07,29.8,69.0,3373,41.2,8.123557835358122,2.204972374380622
101,83.0,4.0,36.1,4.0,19.2,31.0,836,56.1,6.728628614280874,1.3862946111198593
684,93.0,15.0,19.2,28.3,46.3,52.0,2536,41.6,7.838343315951438,3.3428618399848804
470,85.0,9.0,100.0,70.16,83.5,103.0,3487,50.2,8.156797046962431,4.250778362317063
680,94.0,15.0,18.0,5.45,23.1,28.0,2078,38.0,7.639161172140405,1.6956157921613744
748,94.0,17.0,36.5,4.04,20.4,20.0,790,33.3,6.67203294672689,1.3962449394977805
222,82.0,4.0,17.6,4.39,21.6,29.0,1621,55.3,7.390798522352579,1.479329454877487
613,88.0,13.0,100.0,51.42,45.1,45.0,2654,36.9,7.883823215268943,3.940027221285429
152,83.0,4.0,49.8,8.84,22.7,18.0,1640,54.9,7.402451521428,2.1792869897717173
257,83.0,4.0,21.2,2.89,18.8,26.0,936,54.9,6.841615477545968,1.0612568481450422
105,82.0,4.0,49.0,6.59,25.1,35.0,929,55.3,6.834108739890265,1.8855535002594723
77,83.0,4.0,20.8,3.66,19.2,20.0,1109,56.1,7.011213988252081,1.2974634206372813
644,92.0,14.0,100.0,70.11,83.5,75.0,3418,48.6,8.136810863968105,4.250065451482176
417,83.0,9.0,100.0,60.37,83.5,67.0,2859,44.7,7.958227192672084,4.100492309372854
537,89.0,10.0,100.0,68.52,83.5,61.0,3168,48.6,8.060855753249973,4.227125688050198
104,82.0,4.0,53.7,9.93,28.6,29.0,1255,55.7,7.134890852362697,2.295560578762011
339,83.0,4.0,29.8,8.21,27.1,53.0,1804,54.9,7.497761701176893,2.1053530452670093
180,82.0,4.0,41.2,3.9,17.6,26.0,950,55.7,6.856461985647218,1.3609768095458243
56,82.0,4.0,36.9,4.38,20.4,0.0,818,54.9,6.706862337825241,1.477048952698831
169,82.0,4.0,48.2,10.4,29.0,30.0,1479,55.3,7.299121463386933,2.3418059023011684
377,92.0,7.0,100.0,44.5,83.5,49.0,2342,51.4,7.758760544584648,3.795489211644104
553,88.0,12.0,100.0,104.3,83.5,154.0,5013,48.6,8.519789817462986,4.647271371594455
605,87.0,13.0,100.0,26.24,32.9,101.0,5176,46.3,8.551787836373936,3.2672850021856434
586,88.0,14.0,39.2,3.52,17.3,22.0,887,36.1,6.787844983436975,1.2584612737008745
243,83.0,4.0,40.8,7.34,25.9,35.0,1213,56.5,7.100851909768452,1.993338978866197
74,84.0,4.0,36.5,4.04,18.4,29.0,963,58.4,6.870053412836548,1.3962449394977805
210,84.0,4.0,47.8,8.71,27.5,38.0,1268,57.6,7.145196135785815,2.1644719056749677
441,86.0,9.0,39.6,4.32,20.4,0.0,782,42.4,6.661854741824084,1.4632556337374738
193,83.0,4.0,40.4,4.31,20.4,0.0,786,55.7,6.666956793701472,1.4609381361341909
332,99.0,4.0,41.6,4.51,20.8,8.0,802,54.9,6.687108609113397,1.5062973752440525
56,82.0,4.0,92.5,14.61,32.2,32.0,1071,56.1,6.976348071381456,2.681706294208875
679,94.0,15.0,16.9,7.11,25.9,51.0,2831,40.0,7.948385285465132,1.961502384462116
525,85.0,11.0,100.0,90.17,83.5,132.0,4323,47.1,8.371704884898953,4.501696788601978
415,83.0,9.0,20.4,7.28,25.9,44.0,2473,46.7,7.813187267925783,1.9851309995712223
275,83.0,4.0,34.1,5.11,21.6,3.0,819,53.3,6.708084085074071,1.6311995999103102
405,85.0,9.0,38.0,4.42,20.0,13.0,872,42.4,6.770789425055769,1.4861399223339251
668,93.0,16.0,100.0,107.37,83.1,73.0,5315,43.5,8.578288290964196,4.676280822759632
45,82.0,4.0,19.2,3.73,20.8,39.0,1321,56.9,7.186144305279328,1.316408501752203
447,83.0,9.0,100.0,44.18,36.1,31.0,3832,43.1,8.251142139351712,3.7882722206266473
269,83.0,4.0,62.7,8.41,27.1,30.0,1065,55.3,6.970730079082493,2.129421592890914
509,85.0,9.0,33.7,3.86,19.6,3.0,819,40.0,6.708084085074071,1.3506674425440637
507,85.0,9.0,17.6,9.63,28.2,57.0,3648,46.7,8.201934351468346,2.264883329652189
64,83.0,4.0,16.1,3.31,20.8,25.0,1401,56.1,7.244941547050783,1.1969484915037296
156,83.0,4.0,18.0,3.27,20.0,27.0,1253,55.7,7.133295955694153,1.184790290719513
442,86.0,9.0,43.9,4.72,21.2,0.0,784,43.9,6.664409021625918,1.5518090114618484
420,83.0,9.0,18.8,8.69,27.1,58.0,2920,47.1,7.979338895604793,2.1621730543520927
543,90.0,10.0,100.0,94.15,56.5,91.0,4685,50.2,8.45212119488597,4.54488926572451
1,94.0,4.0,50.6,11.51,29.8,9.0,1559,56.1,7.351799869699214,2.443216309614761
583,88.0,13.0,19.2,13.78,30.6,85.0,4829,45.9,8.482394686080625,2.6232183381544503
288,84.0,4.0,22.4,3.48,18.4,18.0,1064,56.9,6.969790670841439,1.2470325811426637
3,91.0,4.0,55.7,7.25,25.9,11.0,863,56.9,6.760414692242176,1.9810016067976084
182,83.0,4.0,22.4,3.21,19.2,15.0,928,55.3,6.833031733863787,1.1662712486683555
380,84.0,7.0,18.4,4.51,21.6,42.0,1835,49.0,7.51479976103363,1.5062973752440525
113,83.0,4.0,47.8,9.8,28.2,42.0,1419,55.7,7.257707677864764,2.2823824877173373
516,86.0,10.0,100.0,59.16,83.5,61.0,2829,47.5,7.947678571655049,4.080245654745912
520,88.0,10.0,100.0,72.88,83.5,119.0,3664,47.1,8.206310726066947,4.288814266672889
675,95.0,15.0,100.0,66.3,83.5,103.0,3350,47.5,8.11671562511762,4.194189912274773
115,82.0,4.0,19.2,3.65,20.0,35.0,1244,55.7,7.126087274102983,1.2947274415669654
729,89.0,16.0,20.0,4.89,22.0,36.0,1830,35.7,7.512071246381915,1.5871925079857372
315,92.0,4.0,38.4,4.27,20.4,0.0,781,54.5,6.660575151120096,1.4516140614325432
692,96.0,15.0,35.7,4.03,20.0,0.0,796,40.0,6.679599187100664,1.3937666240975188
534,87.0,10.0,42.0,4.43,20.8,0.0,790,43.1,6.67203294672689,1.488399809790653
231,82.0,4.0,18.8,3.92,21.2,24.0,1421,55.3,7.25911612880083,1.3660919089043797
720,91.0,16.0,100.0,88.53,83.5,76.0,4160,42.4,8.333270353495694,4.483341488918564
270,83.0,4.0,54.1,7.87,26.7,29.0,1014,55.3,6.921658185137321,2.063058189494107
528,85.0,11.0,100.0,75.47,83.5,139.0,3777,47.1,8.236685322977218,4.323735239547075
545,90.0,10.0,100.0,87.64,83.5,98.0,4182,47.5,8.3385448802277,4.473237526137581
721,90.0,16.0,18.0,9.07,29.8,69.0,3373,41.2,8.123557835358122,2.204972374380622
622,97.0,14.0,100.0,53.28,41.2,103.0,3529,47.5,8.168769823958636,3.9755610450009033
554,88.0,12.0,100.0,102.06,63.9,154.0,5063,48.2,8.52971447216742,4.625560885433983
533,87.0,10.0,40.4,4.4,20.8,0.0,796,42.0,6.679599187100664,1.481604768196917
63,83.0,4.0,63.5,12.46,30.2,30.0,1342,55.7,7.201916318276783,2.5225235936161257
1,94.0,4.0,50.6,11.51,29.8,9.0,1559,56.1,7.351799869699214,2.443216309614761
529,85.0,10.0,20.8,2.85,18.0,3.0,1073,39.2,6.978213743562665,1.0473193451576908
731,89.0,16.0,100.0,65.85,83.5,79.0,3174,38.4,8.062747901401414,4.187379443375319
611,93.0,14.0,41.6,4.5,20.4,0.0,803,40.8,6.688354715192092,1.5040776189984717
342,82.0,4.0,72.5,16.57,32.2,55.0,1475,51.8,7.296413269451886,2.8075938917885
402,85.0,9.0,87.1,19.93,32.5,17.0,1851,43.1,7.523481313113746,2.992226184400317
587,88.0,12.0,100.0,104.3,83.5,154.0,5013,48.6,8.519789817462986,4.647271371594455
331,82.0,4.0,40.8,10.64,29.0,54.0,1793,52.9,7.4916454741628575,2.364620577898456
234,83.0,4.0,40.8,7.34,25.9,35.0,1213,56.5,7.100851909768452,1.993338978866197
568,85.0,11.0,18.0,12.41,31.8,130.0,3592,43.5,8.186464429700486,2.51850267979669
333,90.0,4.0,43.1,7.3,25.9,35.0,1169,54.9,7.0639039623275,1.9878744851406371
123,82.0,4.0,44.7,11.36,29.0,36.0,1760,55.3,7.473069088600379,2.4300985013211704
20,83.0,4.0,32.2,7.6,26.3,35.0,1628,55.7,7.395107547176736,2.028148378871224
29,81.0,4.0,23.5,3.46,18.8,24.0,924,55.3,6.828712072723936,1.241268878086932
693,89.0,17.0,100.0,107.45,83.1,107.0,5274,45.9,8.570544367102842,4.677025632395174
738,89.0,17.0,17.6,6.46,25.5,43.0,2438,34.9,7.798933310451389,1.86562947259326
499,84.0,9.0,23.1,12.6,30.2,84.0,4836,45.5,8.483843211941466,2.5336968933225084
235,83.0,4.0,83.1,12.97,31.0,28.0,1095,54.5,6.998509643163843,2.562639075429352
346,82.0,4.0,40.8,10.64,29.0,54.0,1793,52.9,7.4916454741628575,2.364620577898456
565,87.0,13.0,16.9,8.8,27.1,73.0,3463,38.0,8.14989054469119,2.174751835120518
75,84.0,4.0,18.0,4.01,21.2,27.0,1442,56.5,7.273786318538375,1.3887914906950054
473,85.0,9.0,34.5,73.5,77.6,97.0,4224,44.3,8.34853782562284,4.297285419824233
118,82.0,4.0,41.6,9.46,27.8,32.0,1543,55.3,7.341483853011249,2.2470724887720266
578,85.0,12.0,100.0,65.9,83.5,61.0,3148,38.8,8.054522609854956,4.188138456682968
545,85.0,12.0,100.0,65.9,83.5,61.0,3148,38.8,8.054522609854956,4.188138456682968
212,84.0,4.0,44.7,7.75,26.3,37.0,1219,56.9,7.105786130301616,2.0476929723975053
204,85.0,4.0,51.0,9.48,28.2,39.0,1296,57.3,7.167037877683825,2.249184421752157
87,85.0,4.0,51.4,8.4,27.1,34.0,1226,57.3,7.111512117311817,2.12823182489688
337,84.0,4.0,35.7,6.43,24.3,35.0,1222,54.1,7.108244140549871,1.8609746937705112
574,85.0,12.0,22.0,10.09,29.8,44.0,3369,36.9,8.122371243703377,2.3115449334735403
423,84.0,8.0,18.4,4.96,22.4,42.0,1850,49.0,7.522940918612911,1.6014059423497191
443,87.0,9.0,43.1,5.69,26.7,7.0,751,45.5,6.621405653095692,1.7387104238851487
270,83.0,4.0,40.0,5.64,23.1,29.0,972,54.9,6.879355805489245,1.7298842428149164
82,83.0,4.0,20.8,3.66,19.2,20.0,1109,56.1,7.011213988252081,1.2974634206372813
733,89.0,17.0,100.0,100.64,83.5,106.0,4793,43.9,8.474911799368268,4.611549802888537
698,99.0,15.0,100.0,71.46,83.5,61.0,3441,45.9,8.143517406088094,4.269137866589106
493,85.0,9.0,100.0,66.52,83.5,103.0,3228,49.8,8.07961802969963,4.1975026693578
348,82.0,4.0,35.7,7.47,24.7,49.0,1411,53.7,7.252053952561531,2.0108951330135256
139,83.0,4.0,24.7,4.02,19.6,22.0,803,57.3,6.688354715192092,1.3912821513871176
73,84.0,4.0,64.3,13.61,31.0,30.0,1477,58.4,7.297768283208428,2.6108048901387577
100,84.0,4.0,18.0,3.4,20.4,37.0,1309,56.5,7.177018766673842,1.2237757257397197
256,83.0,4.0,20.0,3.49,20.0,32.0,1179,55.3,7.072421901385548,1.2499020227472462
620,97.0,14.0,100.0,76.47,44.7,100.0,4622,47.5,8.438582791050683,4.336898520133158
656,98.0,15.0,43.5,20.06,32.9,34.0,2013,43.9,7.607381426136563,2.998727832384237
214,82.0,4.0,48.6,12.66,30.2,37.0,1734,56.9,7.458186157917188,2.5384474957049683
597,87.0,13.0,99.2,73.24,42.7,156.0,5288,45.1,8.57319538172063,4.293741733460051
392,87.0,7.0,71.4,19.53,32.9,68.0,1860,51.0,7.5283317672448815,2.9719517960918638
79,84.0,4.0,18.0,4.16,22.0,30.0,1570,56.9,7.358830898979296,1.4255153146577584
432,85.0,9.0,100.0,71.1,83.5,111.0,3575,50.6,8.181720455407829,4.264087350873893
539,90.0,10.0,100.0,81.0,83.5,91.0,3901,52.5,8.268988209763002,4.394449167018117
161,82.0,4.0,20.0,3.27,18.8,31.0,1067,55.3,6.97260625223896,1.184790290719513
613,94.0,14.0,36.5,3.83,20.0,0.0,812,38.4,6.699500341393205,1.3428650642891264
570,85.0,11.0,92.9,49.09,39.2,114.0,3453,43.9,8.146998697679596,3.893655368440709
258,83.0,4.0,32.9,4.72,21.6,29.0,983,54.9,6.89060912116446,1.5518090114618484
305,88.0,4.0,34.9,4.18,20.4,0.0,802,54.1,6.687108609113397,1.430311485771086
560,86.0,11.0,100.0,78.81,83.5,140.0,3806,46.7,8.244334048118837,4.367039905054304
653,95.0,14.0,100.0,40.15,36.9,39.0,2601,43.1,7.863651265833119,3.69262246529937
297,91.0,4.0,38.0,4.2,20.4,0.0,799,54.1,6.683360947017839,1.4350847633845325
192,83.0,4.0,37.3,4.26,20.4,0.0,779,55.7,6.658011047154445,1.4492693950230355
298,91.0,4.0,37.3,4.09,20.4,0.0,799,54.1,6.683360947017839,1.408545214553458
581,88.0,13.0,100.0,72.59,83.5,90.0,3564,43.5,8.178638788871284,4.284827185072752
737,90.0,17.0,16.9,11.05,29.4,43.0,4457,41.6,8.402231173170922,2.402430518461496
88,85.0,4.0,45.5,7.73,26.3,36.0,1155,56.9,7.051855623821695,2.0451089919654284
646,93.0,14.0,18.4,5.9,23.5,25.0,2255,44.7,7.720905252380238,1.7749525204031849
326,83.0,4.0,49.8,13.09,30.6,52.0,1626,54.1,7.393878290722762,2.5718486563159995
573,88.0,13.0,69.0,36.95,36.9,90.0,4822,42.4,8.480944058948499,3.60956567445781
198,85.0,4.0,51.0,8.21,26.7,33.0,1111,57.6,7.01301579053972,2.1053530452670093
425,83.0,9.0,100.0,44.18,36.1,31.0,3832,43.1,8.251142139351712,3.7882722206266473
591,88.0,12.0,65.5,49.57,38.8,150.0,5022,45.9,8.521583539916655,3.9033858322059753
609,88.0,13.0,39.6,23.84,35.3,77.0,3991,40.4,8.291797105299297,3.1713648841434567
168,82.0,4.0,21.2,3.58,19.2,32.0,1113,55.3,7.014814352174017,1.2753630797421789
576,88.0,13.0,16.9,9.15,27.8,66.0,3606,39.6,8.190354404040578,2.213753988577041
331,99.0,4.0,41.6,4.44,20.8,9.0,796,54.9,6.679599187100664,1.4906546016693334
57,82.0,4.0,37.3,4.07,20.4,0.0,814,54.5,6.701960367231042,1.4036432451547192
190,85.0,4.0,51.0,8.21,26.7,33.0,1111,57.6,7.01301579053972,2.1053530452670093
435,85.0,9.0,19.2,3.46,18.0,38.0,1259,43.5,7.138073034838628,1.241268878086932
268,83.0,4.0,32.9,4.72,21.6,29.0,983,54.9,6.89060912116446,1.5518090114618484
339,94.0,4.0,25.9,10.41,29.8,43.0,1668,53.7,7.419380583518213,2.3427669786883523
370,88.0,6.0,47.1,5.5,22.4,2.0,857,49.4,6.753437919764641,1.7047482740565905
248,83.0,4.0,37.3,4.58,22.7,25.0,816,54.9,6.704414356189597,1.5216992164666812
170,82.0,4.0,19.6,3.05,18.8,31.0,1040,55.3,6.946975993096957,1.115141918488119
710,93.0,16.0,44.3,15.7,31.0,82.0,4297,46.7,8.365672384007716,2.753660776048528
67,84.0,4.0,74.1,12.86,30.6,27.0,1187,56.5,7.0791843954521285,2.554121796569968
13,89.0,4.0,54.1,11.63,29.8,33.0,1464,59.6,7.288927695204317,2.453588052515092
690,89.0,16.0,100.0,65.85,83.5,79.0,3174,38.4,8.062747901401414,4.187379443375319
